primary_label,secondary_labels,type,filename,collection,rating,url,latitude,longitude,scientific_name,common_name,author,license
anhing,[''],[''],anhing/iNat396126.ogg,iNat,0,https://static.inaturalist.org/sounds/396126.mp3,-23.4858,-46.5213,Anhinga anhinga,Anhinga,Luciano Bernardes,cc-by-nc 4.0
anhing,[''],[''],anhing/iNat49831.ogg,iNat,0,https://static.inaturalist.org/sounds/49831.wav,25.6562,-80.7665,Anhinga anhinga,Anhinga,Ben Machado,cc-by-nc 4.0
anhing,[''],[''],anhing/iNat51779.ogg,iNat,0,https://static.inaturalist.org/sounds/51779.m4a,26.5592,-81.9073,Anhinga anhinga,Anhinga,Unknown,cc-by-nc 4.0
anhing,[''],[''],anhing/iNat528450.ogg,iNat,0,https://static.inaturalist.org/sounds/528450.m4a,28.0018,-82.0136,Anhinga anhinga,Anhinga,Unknown,cc-by-nc 4.0
anhing,[''],[''],anhing/iNat531684.ogg,iNat,0,https://static.inaturalist.org/sounds/531684.m4a,28.0006,-82.0137,Anhinga anhinga,Anhinga,Unknown,cc-by-nc 4.0
anhing,[''],[''],anhing/iNat538234.ogg,iNat,0,https://static.inaturalist.org/sounds/538234.wav,31.9178,-89.7908,Anhinga anhinga,Anhinga,Dakota Parish,cc-by 4.0
anhing,[''],[''],anhing/iNat63799.ogg,iNat,0,https://static.inaturalist.org/sounds/63799.mp3,27.6425,-80.4423,Anhinga anhinga,Anhinga,Lyndsey,cc-by 4.0
anhing,[''],[''],anhing/iNat641012.ogg,iNat,0,https://static.inaturalist.org/sounds/641012.mp3,30.1047,-84.1562,Anhinga anhinga,Anhinga,Bill Grantham,cc-by-nc 4.0
anhing,[''],[''],anhing/iNat809937.ogg,iNat,0,https://static.inaturalist.org/sounds/809937.mp3,26.1183,-80.2403,Anhinga anhinga,Anhinga,Reed Lindwurm,cc-by-nc 4.0
anhing,[''],[''],anhing/iNat820663.ogg,iNat,0,https://static.inaturalist.org/sounds/820663.m4a,27.9861,-81.8624,Anhinga anhinga,Anhinga,Unknown,cc-by-nc 4.0
anhing,[''],[''],anhing/iNat853921.ogg,iNat,0,https://static.inaturalist.org/sounds/853921.m4a,28.0223,-81.6107,Anhinga anhinga,Anhinga,Unknown,cc-by-nc 4.0
anhing,[''],[''],anhing/iNat901065.ogg,iNat,0,https://static.inaturalist.org/sounds/901065.wav,26.4287,-82.0807,Anhinga anhinga,Anhinga,Cat Abbott,cc-by-nc 4.0
anhing,[''],[''],anhing/iNat952211.ogg,iNat,0,https://static.inaturalist.org/sounds/952211.wav,33.1767,-79.8771,Anhinga anhinga,Anhinga,Unknown,cc-by-nc 4.0
anhing,[''],[''],anhing/iNat952212.ogg,iNat,0,https://static.inaturalist.org/sounds/952212.wav,33.1767,-79.8771,Anhinga anhinga,Anhinga,Unknown,cc-by-nc 4.0
babwar,[''],['song'],babwar/XC134742.ogg,XC,4,https://xeno-canto.org/134742,40.8344,-75.4578,Setophaga castanea,Bay-breasted Warbler,Corey Husic,cc-by-nc-sa 3.0
babwar,[''],['song'],babwar/XC135051.ogg,XC,4,https://xeno-canto.org/135051,40.8208,-74.2017,Setophaga castanea,Bay-breasted Warbler,Dan Lane,cc-by-nc-sa 3.0
babwar,[''],['song'],babwar/XC135079.ogg,XC,5,https://xeno-canto.org/135079,45.0622,-71.3023,Setophaga castanea,Bay-breasted Warbler,Dan Lane,cc-by-nc-sa 3.0
babwar,[''],['song'],babwar/XC137479.ogg,XC,5,https://xeno-canto.org/137479,47.7312,-70.4221,Setophaga castanea,Bay-breasted Warbler,Martin St-Michel,cc-by-nc-sa 3.0
babwar,[''],['song'],babwar/XC137588.ogg,XC,3,https://xeno-canto.org/137588,54.4657,-110.1198,Setophaga castanea,Bay-breasted Warbler,Randy Dzenkiw,cc-by-nc-sa 3.0
babwar,[''],['song'],babwar/XC138050.ogg,XC,4,https://xeno-canto.org/138050,40.1226,-75.0635,Setophaga castanea,Bay-breasted Warbler,Paul Driver,cc-by-nc-sa 3.0
babwar,[''],['call'],babwar/XC147277.ogg,XC,5,https://xeno-canto.org/147277,32.6287,-116.923,Setophaga castanea,Bay-breasted Warbler,Paul Marvin,cc-by-nc-sa 3.0
babwar,[''],['song'],babwar/XC160916.ogg,XC,5,https://xeno-canto.org/160916,43.3421,-72.5063,Setophaga castanea,Bay-breasted Warbler,Paul Marvin,cc-by-nc-sa 3.0
babwar,[''],['song'],babwar/XC177039.ogg,XC,3,https://xeno-canto.org/177039,36.0008,-83.9462,Setophaga castanea,Bay-breasted Warbler,Mike Nelson,cc-by-nc-sa 4.0
babwar,[''],['call'],babwar/XC178642.ogg,XC,2,https://xeno-canto.org/178642,7.0974,-73.4457,Setophaga castanea,Bay-breasted Warbler,Oswaldo Cortes,cc-by-nc-sa 4.0
babwar,[''],['call'],babwar/XC178643.ogg,XC,2,https://xeno-canto.org/178643,7.0974,-73.4457,Setophaga castanea,Bay-breasted Warbler,Oswaldo Cortes,cc-by-nc-sa 4.0
babwar,[''],['call'],babwar/XC178644.ogg,XC,2,https://xeno-canto.org/178644,7.0974,-73.4457,Setophaga castanea,Bay-breasted Warbler,Oswaldo Cortes,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC179090.ogg,XC,4,https://xeno-canto.org/179090,42.4358,-76.465,Setophaga castanea,Bay-breasted Warbler,Dan Lane,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC179096.ogg,XC,3,https://xeno-canto.org/179096,None,None,Setophaga castanea,Bay-breasted Warbler,Daniel Parker,cc-by-nc-sa 4.0
babwar,[''],['call'],babwar/XC180083.ogg,XC,3,https://xeno-canto.org/180083,40.043,-76.345,Setophaga castanea,Bay-breasted Warbler,Dan Lane,cc-by-nc-sa 4.0
babwar,[''],['flight call'],babwar/XC184372.ogg,XC,4,https://xeno-canto.org/184372,40.098,-75.0722,Setophaga castanea,Bay-breasted Warbler,Paul Driver,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC184373.ogg,XC,4,https://xeno-canto.org/184373,40.098,-75.0722,Setophaga castanea,Bay-breasted Warbler,Paul Driver,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC184374.ogg,XC,5,https://xeno-canto.org/184374,41.8523,-71.3821,Setophaga castanea,Bay-breasted Warbler,Paul Driver,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC188543.ogg,XC,4,https://xeno-canto.org/188543,58.9758,-123.1714,Setophaga castanea,Bay-breasted Warbler,Richard E. Webster,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC188906.ogg,XC,3,https://xeno-canto.org/188906,58.9758,-123.1714,Setophaga castanea,Bay-breasted Warbler,Richard E. Webster,cc-by-nc-sa 4.0
babwar,[''],"['song', 'partial song']",babwar/XC189178.ogg,XC,4,https://xeno-canto.org/189178,58.9758,-123.1714,Setophaga castanea,Bay-breasted Warbler,Richard E. Webster,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC189800.ogg,XC,4,https://xeno-canto.org/189800,58.812,-122.72,Setophaga castanea,Bay-breasted Warbler,Richard E. Webster,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC189801.ogg,XC,4,https://xeno-canto.org/189801,58.812,-122.72,Setophaga castanea,Bay-breasted Warbler,Richard E. Webster,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC189802.ogg,XC,5,https://xeno-canto.org/189802,58.812,-122.72,Setophaga castanea,Bay-breasted Warbler,Richard E. Webster,cc-by-nc-sa 4.0
babwar,[''],['call'],babwar/XC196777.ogg,XC,5,https://xeno-canto.org/196777,32.6175,-116.9329,Setophaga castanea,Bay-breasted Warbler,Elias Aristides Elias,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC244408.ogg,XC,2,https://xeno-canto.org/244408,41.5105,-71.3104,Setophaga castanea,Bay-breasted Warbler,Dylan Pedro,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC244490.ogg,XC,4,https://xeno-canto.org/244490,40.899,-74.182,Setophaga castanea,Bay-breasted Warbler,Dan Lane,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC245882.ogg,XC,4,https://xeno-canto.org/245882,44.6877,-63.6703,Setophaga castanea,Bay-breasted Warbler,Jeffrey MacLeod,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC253753.ogg,XC,4,https://xeno-canto.org/253753,48.2559,-69.9484,Setophaga castanea,Bay-breasted Warbler,Martin St-Michel,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC316453.ogg,XC,4,https://xeno-canto.org/316453,41.8217,-88.0513,Setophaga castanea,Bay-breasted Warbler,Matt Wistrand,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC316723.ogg,XC,4,https://xeno-canto.org/316723,41.8217,-88.0513,Setophaga castanea,Bay-breasted Warbler,Matt Wistrand,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC316724.ogg,XC,4,https://xeno-canto.org/316724,41.8217,-88.0513,Setophaga castanea,Bay-breasted Warbler,Matt Wistrand,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC328476.ogg,XC,4,https://xeno-canto.org/328476,48.3528,-69.9289,Setophaga castanea,Bay-breasted Warbler,Martin St-Michel,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC366705.ogg,XC,5,https://xeno-canto.org/366705,36.839,-84.3452,Setophaga castanea,Bay-breasted Warbler,Antonio Xeira,cc-by-nc-sa 4.0
babwar,[''],"['flight call', 'song']",babwar/XC368895.ogg,XC,5,https://xeno-canto.org/368895,41.8605,-88.1756,Setophaga castanea,Bay-breasted Warbler,Matt Wistrand,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC370547.ogg,XC,5,https://xeno-canto.org/370547,41.8605,-88.1756,Setophaga castanea,Bay-breasted Warbler,Matt Wistrand,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC370747.ogg,XC,4,https://xeno-canto.org/370747,41.2576,-73.3459,Setophaga castanea,Bay-breasted Warbler,Jeremy Nance,cc-by-nc-sa 4.0
babwar,[''],['call'],babwar/XC371281.ogg,XC,3,https://xeno-canto.org/371281,41.5317,-70.6476,Setophaga castanea,Bay-breasted Warbler,Mike Schanbacher,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC373794.ogg,XC,3,https://xeno-canto.org/373794,32.7149,-117.2444,Setophaga castanea,Bay-breasted Warbler,Michael Lester,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC373796.ogg,XC,3,https://xeno-canto.org/373796,32.7149,-117.2444,Setophaga castanea,Bay-breasted Warbler,Michael Lester,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC389097.ogg,XC,4,https://xeno-canto.org/389097,46.555,-70.058,Setophaga castanea,Bay-breasted Warbler,Martin St-Michel,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC389098.ogg,XC,4,https://xeno-canto.org/389098,46.555,-70.058,Setophaga castanea,Bay-breasted Warbler,Martin St-Michel,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC389298.ogg,XC,5,https://xeno-canto.org/389298,46.555,-70.058,Setophaga castanea,Bay-breasted Warbler,Martin St-Michel,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC389495.ogg,XC,5,https://xeno-canto.org/389495,46.555,-70.058,Setophaga castanea,Bay-breasted Warbler,Martin St-Michel,cc-by-nc-sa 4.0
babwar,[''],['call'],babwar/XC454404.ogg,XC,4,https://xeno-canto.org/454404,8.9945,-79.5461,Setophaga castanea,Bay-breasted Warbler,Jerome Fischer,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC467611.ogg,XC,3,https://xeno-canto.org/467611,48.3528,-69.9289,Setophaga castanea,Bay-breasted Warbler,Martin St-Michel,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC473602.ogg,XC,4,https://xeno-canto.org/473602,40.43,-79.9148,Setophaga castanea,Bay-breasted Warbler,Ted Floyd,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC476520.ogg,XC,5,https://xeno-canto.org/476520,41.9494,-82.5122,Setophaga castanea,Bay-breasted Warbler,David Darrell-Lambert,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC477392.ogg,XC,5,https://xeno-canto.org/477392,39.8161,-84.2254,Setophaga castanea,Bay-breasted Warbler,Sue Riffe,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC477393.ogg,XC,4,https://xeno-canto.org/477393,39.8161,-84.2254,Setophaga castanea,Bay-breasted Warbler,Sue Riffe,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC480709.ogg,XC,3,https://xeno-canto.org/480709,None,None,Setophaga castanea,Bay-breasted Warbler,Daniel Parker,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC480710.ogg,XC,3,https://xeno-canto.org/480710,None,None,Setophaga castanea,Bay-breasted Warbler,Daniel Parker,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC486852.ogg,XC,5,https://xeno-canto.org/486852,42.7463,-71.7074,Setophaga castanea,Bay-breasted Warbler,Christopher McPherson,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC497161.ogg,XC,3,https://xeno-canto.org/497161,40.6052,-74.2495,Setophaga castanea,Bay-breasted Warbler,William Whitehead,cc-by-nc-sa 4.0
babwar,[''],['call'],babwar/XC504008.ogg,XC,2,https://xeno-canto.org/504008,16.4435,-85.9033,Setophaga castanea,Bay-breasted Warbler,Alfonso Auerbach,cc-by-nc-sa 4.0
babwar,[''],['call'],babwar/XC504009.ogg,XC,2,https://xeno-canto.org/504009,16.4435,-85.9033,Setophaga castanea,Bay-breasted Warbler,Alfonso Auerbach,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC522367.ogg,XC,4,https://xeno-canto.org/522367,39.8743,-86.295,Setophaga castanea,Bay-breasted Warbler,Nick Kiehl,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC558919.ogg,XC,3,https://xeno-canto.org/558919,40.6052,-74.2495,Setophaga castanea,Bay-breasted Warbler,William Whitehead,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC560746.ogg,XC,5,https://xeno-canto.org/560746,41.8605,-88.1756,Setophaga castanea,Bay-breasted Warbler,Matt Wistrand,cc-by-nc-sa 4.0
babwar,[''],['call'],babwar/XC589543.ogg,XC,4,https://xeno-canto.org/589543,40.8918,-91.0756,Setophaga castanea,Bay-breasted Warbler,Bobby Wilcox,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC600297.ogg,XC,4,https://xeno-canto.org/600297,42.7134,-71.6445,Setophaga castanea,Bay-breasted Warbler,Christopher McPherson,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC67171.ogg,XC,4,https://xeno-canto.org/67171,40.8208,-74.2017,Setophaga castanea,Bay-breasted Warbler,Daniel Lane,cc-by-nc-sa 3.0
babwar,[''],['song'],babwar/XC67185.ogg,XC,4,https://xeno-canto.org/67185,40.8208,-74.2017,Setophaga castanea,Bay-breasted Warbler,Daniel Lane,cc-by-nc-sa 3.0
babwar,[''],['nocturnal flight call'],babwar/XC674302.ogg,XC,3,https://xeno-canto.org/674302,42.5251,-71.7598,Setophaga castanea,Bay-breasted Warbler,jon skinner,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC690958.ogg,XC,4,https://xeno-canto.org/690958,42.7463,-71.7074,Setophaga castanea,Bay-breasted Warbler,Christopher McPherson,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC690959.ogg,XC,5,https://xeno-canto.org/690959,44.833,-71.2659,Setophaga castanea,Bay-breasted Warbler,Christopher McPherson,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC690961.ogg,XC,5,https://xeno-canto.org/690961,45.21,-71.167,Setophaga castanea,Bay-breasted Warbler,Christopher McPherson,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC690962.ogg,XC,5,https://xeno-canto.org/690962,42.7348,-71.6067,Setophaga castanea,Bay-breasted Warbler,Christopher McPherson,cc-by-nc-sa 4.0
babwar,[''],['nocturnal flight call'],babwar/XC703595.ogg,XC,4,https://xeno-canto.org/703595,44.1347,-78.4606,Setophaga castanea,Bay-breasted Warbler,Jeff Stewart,cc-by-nc-sa 4.0
babwar,[''],['nocturnal flight call'],babwar/XC703598.ogg,XC,4,https://xeno-canto.org/703598,44.1347,-78.4606,Setophaga castanea,Bay-breasted Warbler,Jeff Stewart,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC715331.ogg,XC,4,https://xeno-canto.org/715331,45.4804,-63.903,Setophaga castanea,Bay-breasted Warbler,Ray Cooke,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC784535.ogg,XC,4,https://xeno-canto.org/784535,44.8233,-63.3715,Setophaga castanea,Bay-breasted Warbler,Aaron Marshall,cc-by-nc-sa 4.0
babwar,[''],['nocturnal flight call'],babwar/XC802528.ogg,XC,4,https://xeno-canto.org/802528,None,None,Setophaga castanea,Bay-breasted Warbler,Jeff Stewart,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC805011.ogg,XC,3,https://xeno-canto.org/805011,44.2486,-83.4583,Setophaga castanea,Bay-breasted Warbler,Magnus Hellström,cc-by-nc-sa 4.0
babwar,[''],['nocturnal flight call'],babwar/XC808425.ogg,XC,5,https://xeno-canto.org/808425,42.0478,-82.4753,Setophaga castanea,Bay-breasted Warbler,David Tattersley,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC910169.ogg,XC,4,https://xeno-canto.org/910169,42.0428,-79.4455,Setophaga castanea,Bay-breasted Warbler,Jim Berry,cc-by-nc-sa 4.0
babwar,[''],['song'],babwar/XC917327.ogg,XC,5,https://xeno-canto.org/917327,48.4917,-81.2177,Setophaga castanea,Bay-breasted Warbler,Roxane Filion,cc-by-nc-sa 4.0
babwar,[''],[''],babwar/iNat1013662.ogg,iNat,0,https://static.inaturalist.org/sounds/1013662.wav,40.8347,-96.6705,Setophaga castanea,Bay-breasted Warbler,Tobin Brown,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat1031552.ogg,iNat,0,https://static.inaturalist.org/sounds/1031552.m4a,39.7158,-77.9496,Setophaga castanea,Bay-breasted Warbler,Frode Jacobsen,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat1038204.ogg,iNat,0,https://static.inaturalist.org/sounds/1038204.wav,42.73,-83.1111,Setophaga castanea,Bay-breasted Warbler,Pierre,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat1043689.ogg,iNat,0,https://static.inaturalist.org/sounds/1043689.wav,42.4128,-82.9094,Setophaga castanea,Bay-breasted Warbler,Unknown,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat1045723.ogg,iNat,0,https://static.inaturalist.org/sounds/1045723.wav,40.1202,-88.211,Setophaga castanea,Bay-breasted Warbler,Christopher Hensel,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat1046200.ogg,iNat,0,https://static.inaturalist.org/sounds/1046200.wav,41.7965,-87.5901,Setophaga castanea,Bay-breasted Warbler,Unknown,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat1049750.ogg,iNat,0,https://static.inaturalist.org/sounds/1049750.wav,40.1199,-88.2109,Setophaga castanea,Bay-breasted Warbler,Christopher Hensel,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat1049924.ogg,iNat,0,https://static.inaturalist.org/sounds/1049924.wav,43.9381,-76.8615,Setophaga castanea,Bay-breasted Warbler,Mike and Bonnie Brais,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat1049925.ogg,iNat,0,https://static.inaturalist.org/sounds/1049925.wav,43.9381,-76.8615,Setophaga castanea,Bay-breasted Warbler,Mike and Bonnie Brais,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat1054555.ogg,iNat,0,https://static.inaturalist.org/sounds/1054555.m4a,43.081,-87.8781,Setophaga castanea,Bay-breasted Warbler,Unknown,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat1061598.ogg,iNat,0,https://static.inaturalist.org/sounds/1061598.wav,48.1134,-77.8351,Setophaga castanea,Bay-breasted Warbler,François Dubois,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat1061887.ogg,iNat,0,https://static.inaturalist.org/sounds/1061887.wav,45.9429,-64.4104,Setophaga castanea,Bay-breasted Warbler,J. Burke Korol,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat1074283.ogg,iNat,0,https://static.inaturalist.org/sounds/1074283.m4a,35.2439,-97.4246,Setophaga castanea,Bay-breasted Warbler,Cody Delano,cc-by 4.0
babwar,[''],[''],babwar/iNat1077837.ogg,iNat,0,https://static.inaturalist.org/sounds/1077837.wav,45.2204,-61.9551,Setophaga castanea,Bay-breasted Warbler,Randy Lauff,cc-by-nc-sa 4.0
babwar,[''],[''],babwar/iNat1082172.ogg,iNat,0,https://static.inaturalist.org/sounds/1082172.wav,32.7346,-117.1504,Setophaga castanea,Bay-breasted Warbler,Trent R. Stanley,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat1082951.ogg,iNat,0,https://static.inaturalist.org/sounds/1082951.mp3,32.7352,-117.1507,Setophaga castanea,Bay-breasted Warbler,Davis Provan,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat1090987.ogg,iNat,0,https://static.inaturalist.org/sounds/1090987.wav,48.8377,-73.156,Setophaga castanea,Bay-breasted Warbler,Sébastien Faucher,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat1098706.ogg,iNat,0,https://static.inaturalist.org/sounds/1098706.wav,49.4607,-57.778,Setophaga castanea,Bay-breasted Warbler,Adam Kalab,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat1101461.ogg,iNat,0,https://static.inaturalist.org/sounds/1101461.wav,45.9434,-68.9395,Setophaga castanea,Bay-breasted Warbler,Tulipifera-ike,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat1118218.ogg,iNat,0,https://static.inaturalist.org/sounds/1118218.wav,50.612,-97.5111,Setophaga castanea,Bay-breasted Warbler,Mary Krieger,cc-by 4.0
babwar,[''],[''],babwar/iNat1118220.ogg,iNat,0,https://static.inaturalist.org/sounds/1118220.wav,50.612,-97.5111,Setophaga castanea,Bay-breasted Warbler,Mary Krieger,cc-by 4.0
babwar,[''],[''],babwar/iNat1130304.ogg,iNat,0,https://static.inaturalist.org/sounds/1130304.wav,45.623,-65.0595,Setophaga castanea,Bay-breasted Warbler,Blake Ross,cc-by 4.0
babwar,[''],[''],babwar/iNat1134215.ogg,iNat,0,https://static.inaturalist.org/sounds/1134215.wav,43.8369,-65.6422,Setophaga castanea,Bay-breasted Warbler,Richard Donaldson,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat1157260.ogg,iNat,0,https://static.inaturalist.org/sounds/1157260.m4a,45.2988,-81.6172,Setophaga castanea,Bay-breasted Warbler,Tiffany,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat1161085.ogg,iNat,0,https://static.inaturalist.org/sounds/1161085.m4a,47.8981,-69.9915,Setophaga castanea,Bay-breasted Warbler,François Rousseu,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat1161087.ogg,iNat,0,https://static.inaturalist.org/sounds/1161087.m4a,47.9503,-69.805,Setophaga castanea,Bay-breasted Warbler,François Rousseu,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat1192652.ogg,iNat,0,https://static.inaturalist.org/sounds/1192652.m4a,49.8744,-97.2341,Setophaga castanea,Bay-breasted Warbler,Kathryn McBride,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat1206582.ogg,iNat,0,https://static.inaturalist.org/sounds/1206582.wav,42.6428,-83.9227,Setophaga castanea,Bay-breasted Warbler,Gianna Coppola,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat120668.ogg,iNat,0,https://static.inaturalist.org/sounds/120668.wav,29.8237,-95.6235,Setophaga castanea,Bay-breasted Warbler,Unknown,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat1236831.ogg,iNat,0,https://static.inaturalist.org/sounds/1236831.m4a,40.6332,-73.7092,Setophaga castanea,Bay-breasted Warbler,Unknown,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat1258501.ogg,iNat,0,https://static.inaturalist.org/sounds/1258501.m4a,35.8247,-85.2948,Setophaga castanea,Bay-breasted Warbler,Anthony Brais,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat136600.ogg,iNat,0,https://static.inaturalist.org/sounds/136600.wav,39.0991,-84.6595,Setophaga castanea,Bay-breasted Warbler,George Keller,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat152375.ogg,iNat,0,https://static.inaturalist.org/sounds/152375.wav,54.6247,-110.2032,Setophaga castanea,Bay-breasted Warbler,David Scott,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat217523.ogg,iNat,0,https://static.inaturalist.org/sounds/217523.m4a,36.6863,-95.9856,Setophaga castanea,Bay-breasted Warbler,Richard Hasegawa,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat219809.ogg,iNat,0,https://static.inaturalist.org/sounds/219809.m4a,29.7649,-95.4523,Setophaga castanea,Bay-breasted Warbler,Unknown,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat220821.ogg,iNat,0,https://static.inaturalist.org/sounds/220821.m4a,29.7638,-95.4506,Setophaga castanea,Bay-breasted Warbler,Unknown,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat231762.ogg,iNat,0,https://static.inaturalist.org/sounds/231762.m4a,44.8289,-71.8793,Setophaga castanea,Bay-breasted Warbler,Unknown,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat233773.ogg,iNat,0,https://static.inaturalist.org/sounds/233773.mp3,43.0179,-78.8822,Setophaga castanea,Bay-breasted Warbler,joe dziewa,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat23449.ogg,iNat,0,https://static.inaturalist.org/sounds/23449.mp3,46.5534,-60.6921,Setophaga castanea,Bay-breasted Warbler,Allan MacMillan,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat237705.ogg,iNat,0,https://static.inaturalist.org/sounds/237705.wav,41.9284,-70.0577,Setophaga castanea,Bay-breasted Warbler,Nick Tepper,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat239900.ogg,iNat,0,https://static.inaturalist.org/sounds/239900.m4a,49.2434,-81.6989,Setophaga castanea,Bay-breasted Warbler,Sam Turner,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat247468.ogg,iNat,0,https://static.inaturalist.org/sounds/247468.m4a,45.2778,-62.307,Setophaga castanea,Bay-breasted Warbler,Mary E. Macaulay; P.Eng.,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat247784.ogg,iNat,0,https://static.inaturalist.org/sounds/247784.m4a,45.2835,-62.3117,Setophaga castanea,Bay-breasted Warbler,Mary E. Macaulay; P.Eng.,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat294406.ogg,iNat,0,https://static.inaturalist.org/sounds/294406.wav,41.1279,-81.5037,Setophaga castanea,Bay-breasted Warbler,Brian,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat323180.ogg,iNat,0,https://static.inaturalist.org/sounds/323180.wav,43.0791,-73.0193,Setophaga castanea,Bay-breasted Warbler,Nathaniel Sharp,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat350453.ogg,iNat,0,https://static.inaturalist.org/sounds/350453.wav,39.0983,-84.5949,Setophaga castanea,Bay-breasted Warbler,William Hull,cc-by-nc 4.0
babwar,[''],[''],babwar/iNat38875.ogg,iNat,0,https://static.inaturalist.org/sounds/38875.wav,42.407,-85.403,Setophaga castanea,Bay-breasted Warbler,Thomas Koffel,cc-by 4.0
